age_months,L,mean_height,S,StDev,SD5neg,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,age,sex
108,1,132.4944,0.04612,6.1106,101.941,108.052,114.162,120.273,126.384,132.494,138.605,144.716,150.826,156.937,9,1
109,1,132.9989,0.04613,6.1352,102.323,108.458,114.593,120.728,126.864,132.999,139.134,145.269,151.405,157.54,9,1
110,1,133.5046,0.04614,6.1599,102.705,108.865,115.025,121.185,127.345,133.505,139.665,145.824,151.984,158.144,9,1
111,1,134.0118,0.04615,6.1846,103.089,109.273,115.458,121.643,127.827,134.012,140.196,146.381,152.566,158.75,9,1
112,1,134.5202,0.04616,6.2095,103.473,109.682,115.892,122.101,128.311,134.52,140.73,146.939,153.149,159.358,9,1
113,1,135.0299,0.04616,6.233,103.865,110.098,116.331,122.564,128.797,135.03,141.263,147.496,153.729,159.962,9,1
114,1,135.541,0.04617,6.2579,104.251,110.509,116.767,123.025,129.283,135.541,141.799,148.057,154.315,160.573,9,1
115,1,136.0533,0.04617,6.2816,104.645,110.927,117.209,123.49,129.772,136.053,142.335,148.616,154.898,161.18,9,1
116,1,136.567,0.04616,6.3039,105.047,111.351,117.655,123.959,130.263,136.567,142.871,149.175,155.479,161.783,9,1
117,1,137.0821,0.04616,6.3277,105.444,111.771,118.099,124.427,130.754,137.082,143.41,149.738,156.065,162.393,9,1
118,1,137.5987,0.04616,6.3516,105.841,112.192,118.544,124.896,131.247,137.599,143.95,150.302,156.653,163.005,9,1
119,1,138.1167,0.04615,6.3741,106.246,112.62,118.994,125.369,131.743,138.117,144.491,150.865,157.239,163.613,9,1
120,1,138.6363,0.04614,6.3967,106.653,113.05,119.446,125.843,132.24,138.636,145.033,151.43,157.826,164.223,10,1
121,1,139.1575,0.04612,6.4179,107.068,113.486,119.904,126.322,132.74,139.158,145.575,151.993,158.411,164.829,10,1
122,1,139.6803,0.04611,6.4407,107.477,113.918,120.358,126.799,133.24,139.68,146.121,152.562,159.002,165.443,10,1
123,1,140.2049,0.04609,6.462,107.895,114.357,120.819,127.281,133.743,140.205,146.667,153.129,159.591,166.053,10,1
124,1,140.7313,0.04607,6.4835,108.314,114.797,121.281,127.764,134.248,140.731,147.215,153.698,160.182,166.665,10,1
125,1,141.2594,0.04605,6.505,108.734,115.239,121.744,128.249,134.754,141.259,147.764,154.269,160.774,167.279,10,1
126,1,141.7892,0.04603,6.5266,109.156,115.683,122.21,128.736,135.263,141.789,148.316,154.842,161.369,167.895,10,1
127,1,142.3206,0.046,6.5467,109.587,116.134,122.68,129.227,135.774,142.321,148.867,155.414,161.961,168.508,10,1
128,1,142.8534,0.04597,6.567,110.019,116.586,123.152,129.719,136.286,142.853,149.42,155.987,162.554,169.121,10,1
129,1,143.3874,0.04594,6.5872,110.451,117.039,123.626,130.213,136.8,143.387,149.975,156.562,163.149,169.736,10,1
130,1,143.9222,0.04591,6.6075,110.885,117.492,124.1,130.707,137.315,143.922,150.53,157.137,163.745,170.352,10,1
131,1,144.4575,0.04588,6.6277,111.319,117.947,124.574,131.202,137.83,144.458,151.085,157.713,164.341,170.968,10,1
132,1,144.9929,0.04584,6.6465,111.761,118.407,125.053,131.7,138.346,144.993,151.639,158.286,164.932,171.579,11,1
133,1,145.528,0.0458,6.6652,112.202,118.867,125.532,132.198,138.863,145.528,152.193,158.858,165.524,172.189,11,1
134,1,146.0622,0.04576,6.6838,112.643,119.327,126.011,132.695,139.378,146.062,152.746,159.43,166.114,172.797,11,1
135,1,146.5951,0.04571,6.7009,113.091,119.792,126.493,133.193,139.894,146.595,153.296,159.997,166.698,173.399,11,1
136,1,147.1262,0.04567,6.7193,113.53,120.249,126.968,133.688,140.407,147.126,153.845,160.565,167.284,174.003,11,1
137,1,147.6548,0.04562,6.736,113.975,120.711,127.447,134.183,140.919,147.655,154.391,161.127,167.863,174.599,11,1
138,1,148.1804,0.04557,6.7526,114.417,121.17,127.923,134.675,141.428,148.18,154.933,161.686,168.438,175.191,11,1
139,1,148.7023,0.04552,6.7689,114.858,121.627,128.396,135.164,141.933,148.702,155.471,162.24,169.009,175.778,11,1
140,1,149.2197,0.04546,6.7835,115.302,122.086,128.869,135.653,142.436,149.22,156.003,162.787,169.57,176.354,11,1
141,1,149.7322,0.04541,6.7993,115.736,122.535,129.334,136.134,142.933,149.732,156.532,163.331,170.13,176.93,11,1
142,1,150.239,0.04535,6.8133,116.172,122.986,129.799,136.612,143.426,150.239,157.052,163.866,170.679,177.492,11,1
143,1,150.7394,0.04529,6.827,116.604,123.431,130.258,137.085,143.912,150.739,157.566,164.393,171.22,178.047,11,1
144,1,151.2327,0.04523,6.8403,117.031,123.872,130.712,137.552,144.392,151.233,158.073,164.913,171.753,178.594,12,1
145,1,151.7182,0.04516,6.8516,117.46,124.312,131.163,138.015,144.867,151.718,158.57,165.421,172.273,179.125,12,1
146,1,152.1951,0.0451,6.864,117.875,124.739,131.603,138.467,145.331,152.195,159.059,165.923,172.787,179.651,12,1
147,1,152.6628,0.04503,6.8744,118.291,125.165,132.04,138.914,145.788,152.663,159.537,166.412,173.286,180.16,12,1
148,1,153.1206,0.04497,6.8858,118.691,125.577,132.463,139.349,146.235,153.121,160.006,166.892,173.778,180.664,12,1
149,1,153.5678,0.0449,6.8952,119.092,125.987,132.882,139.777,146.673,153.568,160.463,167.358,174.253,181.149,12,1
150,1,154.0041,0.04483,6.904,119.484,126.388,133.292,140.196,147.1,154.004,160.908,167.812,174.716,181.62,12,1
151,1,154.429,0.04476,6.9122,119.868,126.78,133.692,140.605,147.517,154.429,161.341,168.253,175.166,182.078,12,1
152,1,154.8423,0.04468,6.9184,120.251,127.169,134.087,141.006,147.924,154.842,161.761,168.679,175.597,182.516,12,1
153,1,155.2437,0.04461,6.9254,120.617,127.542,134.467,141.393,148.318,155.244,162.169,169.095,176.02,182.945,12,1
154,1,155.633,0.04454,6.9319,120.974,127.905,134.837,141.769,148.701,155.633,162.565,169.497,176.429,183.361,12,1
155,1,156.0101,0.04446,6.9362,121.329,128.265,135.201,142.138,149.074,156.01,162.946,169.883,176.819,183.755,12,1
156,1,156.3748,0.04439,6.9415,121.667,128.609,135.55,142.492,149.433,156.375,163.316,170.258,177.199,184.141,13,1
157,1,156.7269,0.04431,6.9446,122.004,128.949,135.893,142.838,149.782,156.727,163.671,170.616,177.561,184.505,13,1
158,1,157.0666,0.04423,6.9471,122.331,129.278,136.225,143.172,150.12,157.067,164.014,170.961,177.908,184.855,13,1
159,1,157.3936,0.04415,6.9489,122.649,129.598,136.547,143.496,150.445,157.394,164.343,171.291,178.24,185.189,13,1
160,1,157.7082,0.04408,6.9518,122.949,129.901,136.853,143.805,150.756,157.708,164.66,171.612,178.564,185.515,13,1
161,1,158.0102,0.044,6.9524,123.248,130.2,137.153,144.105,151.058,158.01,164.963,171.915,178.868,185.82,13,1
162,1,158.2997,0.04392,6.9525,123.537,130.49,137.442,144.395,151.347,158.3,165.252,172.205,179.157,186.11,13,1
163,1,158.5771,0.04384,6.952,123.817,130.769,137.721,144.673,151.625,158.577,165.529,172.481,179.433,186.385,13,1
164,1,158.8425,0.04376,6.9509,124.088,131.039,137.99,144.941,151.892,158.842,165.793,172.744,179.695,186.646,13,1
165,1,159.0961,0.04369,6.9509,124.342,131.292,138.243,145.194,152.145,159.096,166.047,172.998,179.949,186.9,13,1
166,1,159.3382,0.04361,6.9487,124.595,131.543,138.492,145.441,152.389,159.338,166.287,173.236,180.184,187.133,13,1
167,1,159.5691,0.04353,6.946,124.839,131.785,138.731,145.677,152.623,159.569,166.515,173.461,180.407,187.353,13,1
168,1,159.789,0.04345,6.9428,125.075,132.018,138.961,145.903,152.846,159.789,166.732,173.675,180.617,187.56,14,1
169,1,159.9983,0.04337,6.9391,125.303,132.242,139.181,146.12,153.059,159.998,166.937,173.877,180.816,187.755,14,1
170,1,160.1971,0.0433,6.9365,125.514,132.451,139.387,146.324,153.261,160.197,167.134,174.07,181.007,187.943,14,1
171,1,160.3857,0.04322,6.9319,125.726,132.658,139.59,146.522,153.454,160.386,167.318,174.249,181.181,188.113,14,1
172,1,160.5643,0.04314,6.9267,125.931,132.857,139.784,146.711,153.638,160.564,167.491,174.418,181.345,188.271,14,1
173,1,160.7332,0.04307,6.9228,126.119,133.042,139.965,146.888,153.81,160.733,167.656,174.579,181.502,188.424,14,1
174,1,160.8927,0.04299,6.9168,126.309,133.226,140.142,147.059,153.976,160.893,167.809,174.726,181.643,188.56,14,1
175,1,161.043,0.04292,6.912,126.483,133.395,140.307,147.219,154.131,161.043,167.955,174.867,181.779,188.691,14,1
176,1,161.1845,0.04284,6.9051,126.659,133.564,140.469,147.374,154.279,161.184,168.09,174.995,181.9,188.805,14,1
177,1,161.3176,0.04277,6.8996,126.82,133.719,140.619,147.518,154.418,161.318,168.217,175.117,182.016,188.916,14,1
178,1,161.4425,0.0427,6.8936,126.975,133.868,140.762,147.655,154.549,161.442,168.336,175.23,182.123,189.017,14,1
179,1,161.5596,0.04263,6.8873,127.123,134.01,140.898,147.785,154.672,161.56,168.447,175.334,182.221,189.109,14,1
180,1,161.6692,0.04255,6.879,127.274,134.153,141.032,147.911,154.79,161.669,168.548,175.427,182.306,189.185,15,1
181,1,161.7717,0.04248,6.8721,127.411,134.283,141.156,148.028,154.9,161.772,168.644,175.516,182.388,189.26,15,1
182,1,161.8673,0.04241,6.8648,127.543,134.408,141.273,148.138,155.003,161.867,168.732,175.597,182.462,189.326,15,1
183,1,161.9564,0.04235,6.8589,127.662,134.521,141.38,148.239,155.098,161.956,168.815,175.674,182.533,189.392,15,1
184,1,162.0393,0.04228,6.851,127.784,134.635,141.486,148.337,155.188,162.039,168.89,175.741,182.592,189.443,15,1
185,1,162.1164,0.04221,6.8429,127.902,134.745,141.588,148.431,155.273,162.116,168.959,175.802,182.645,189.488,15,1
186,1,162.188,0.04214,6.8346,128.015,134.85,141.684,148.519,155.353,162.188,169.023,175.857,182.692,189.526,15,1
187,1,162.2542,0.04208,6.8277,128.116,134.944,141.771,148.599,155.427,162.254,169.082,175.91,182.737,189.565,15,1
188,1,162.3154,0.04201,6.8189,128.221,135.04,141.859,148.678,155.497,162.315,169.134,175.953,182.772,189.591,15,1
189,1,162.3719,0.04195,6.8115,128.314,135.126,141.937,148.749,155.56,162.372,169.183,175.995,182.806,189.618,15,1
190,1,162.4239,0.04189,6.8039,128.404,135.208,142.012,148.816,155.62,162.424,169.228,176.032,182.836,189.64,15,1
191,1,162.4717,0.04182,6.7946,128.499,135.293,142.088,148.883,155.677,162.472,169.266,176.061,182.855,189.65,15,1
192,1,162.5156,0.04176,6.7867,128.582,135.369,142.156,148.942,155.729,162.516,169.302,176.089,182.876,189.662,16,1
193,1,162.556,0.0417,6.7786,128.663,135.442,142.22,148.999,155.777,162.556,169.335,176.113,182.892,189.67,16,1
194,1,162.5933,0.04164,6.7704,128.741,135.512,142.282,149.053,155.823,162.593,169.364,176.134,182.904,189.675,16,1
195,1,162.6276,0.04158,6.7621,128.817,135.579,142.341,149.103,155.866,162.628,169.39,176.152,182.914,189.676,16,1
196,1,162.6594,0.04152,6.7536,128.891,135.645,142.399,149.152,155.906,162.659,169.413,176.167,182.92,189.674,16,1
197,1,162.689,0.04147,6.7467,128.955,135.702,142.449,149.196,155.942,162.689,169.436,176.182,182.929,189.676,16,1
198,1,162.7165,0.04141,6.7381,129.026,135.764,142.502,149.24,155.978,162.716,169.455,176.193,182.931,189.669,16,1
199,1,162.7425,0.04136,6.731,129.087,135.818,142.549,149.28,156.011,162.742,169.474,176.205,182.936,189.667,16,1
200,1,162.767,0.0413,6.7223,129.156,135.878,142.6,149.322,156.045,162.767,169.489,176.212,182.934,189.656,16,1
201,1,162.7904,0.04125,6.7151,129.215,135.93,142.645,149.36,156.075,162.79,169.506,176.221,182.936,189.651,16,1
202,1,162.8126,0.04119,6.7063,129.281,135.988,142.694,149.4,156.106,162.813,169.519,176.225,182.931,189.638,16,1
203,1,162.834,0.04114,6.699,129.339,136.038,142.737,149.436,156.135,162.834,169.533,176.232,182.931,189.63,16,1
204,1,162.8545,0.04109,6.6917,129.396,136.088,142.779,149.471,156.163,162.854,169.546,176.238,182.93,189.621,17,1
205,1,162.8743,0.04104,6.6844,129.452,136.137,142.821,149.506,156.19,162.874,169.559,176.243,182.927,189.612,17,1
206,1,162.8935,0.04099,6.677,129.508,136.185,142.862,149.539,156.216,162.894,169.571,176.248,182.925,189.602,17,1
207,1,162.912,0.04094,6.6696,129.564,136.234,142.903,149.573,156.242,162.912,169.582,176.251,182.921,189.59,17,1
208,1,162.93,0.04089,6.6622,129.619,136.281,142.943,149.606,156.268,162.93,169.592,176.254,182.917,189.579,17,1
209,1,162.9476,0.04084,6.6548,129.674,136.328,142.983,149.638,156.293,162.948,169.602,176.257,182.912,189.567,17,1
210,1,162.9649,0.0408,6.649,129.72,136.369,143.018,149.667,156.316,162.965,169.614,176.263,182.912,189.561,17,1
211,1,162.9817,0.04075,6.6415,129.774,136.416,143.057,149.699,156.34,162.982,169.623,176.265,182.906,189.548,17,1
212,1,162.9983,0.04071,6.6357,129.82,136.456,143.091,149.727,156.363,162.998,169.634,176.27,182.905,189.541,17,1
213,1,163.0144,0.04066,6.6282,129.874,136.502,143.13,149.758,156.386,163.014,169.643,176.271,182.899,189.527,17,1
214,1,163.03,0.04062,6.6223,129.919,136.541,143.163,149.785,156.408,163.03,169.652,176.275,182.897,189.519,17,1
215,1,163.0451,0.04058,6.6164,129.963,136.58,143.196,149.812,156.429,163.045,169.661,176.278,182.894,189.511,17,1
216,1,163.0595,0.04053,6.6088,130.015,136.624,143.233,149.842,156.451,163.06,169.668,176.277,182.886,189.495,18,1
217,1,163.0733,0.04049,6.6028,130.059,136.662,143.265,149.868,156.47,163.073,169.676,176.279,182.882,189.485,18,1
218,1,163.0862,0.04045,6.5968,130.102,136.699,143.296,149.893,156.489,163.086,169.683,176.28,182.877,189.474,18,1
219,1,163.0982,0.04041,6.5908,130.144,136.735,143.326,149.917,156.507,163.098,169.689,176.28,182.871,189.461,18,1
220,1,163.1092,0.04037,6.5847,130.186,136.77,143.355,149.94,156.524,163.109,169.694,176.279,182.863,189.448,18,1
221,1,163.1192,0.04034,6.5802,130.218,136.798,143.379,149.959,156.539,163.119,169.699,176.28,182.86,189.44,18,1
222,1,163.1279,0.0403,6.5741,130.258,136.832,143.406,149.98,156.554,163.128,169.702,176.276,182.85,189.424,18,1
223,1,163.1355,0.04026,6.5678,130.296,136.864,143.432,150,156.568,163.136,169.703,176.271,182.839,189.407,18,1
224,1,163.1418,0.04023,6.5632,130.326,136.889,143.452,150.015,156.579,163.142,169.705,176.268,182.831,189.395,18,1
225,1,163.1469,0.04019,6.5569,130.363,136.919,143.476,150.033,156.59,163.147,169.704,176.261,182.818,189.374,18,1
226,1,163.1508,0.04016,6.5521,130.39,136.942,143.494,150.047,156.599,163.151,169.703,176.255,182.807,189.359,18,1
227,1,163.1534,0.04012,6.5457,130.425,136.971,143.516,150.062,156.608,163.153,169.699,176.245,182.791,189.336,18,1
228,1,163.1548,0.04009,6.5409,130.45,136.991,143.532,150.073,156.614,163.155,169.696,176.237,182.777,189.318,19,1
